bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination
UHM979.23045_R.bin.151	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.151.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.152	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.152.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.154	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.154.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.155	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.155.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.160	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHUA01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.160.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.172	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.172.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.173	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.173.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.175	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.175.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.18	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.18.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.181	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.181.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.185	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.185.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.20	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.20.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.200	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.200.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.21	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.21.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.219	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.219.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.221	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.221.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.23	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.23.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.233	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHTP01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.233.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.237	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.237.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.244	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.244.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.28	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.28.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.31	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.33	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.33.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.35	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.35.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.41	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Heteroruminococcus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.41.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.45	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.45.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.46	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.46.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.47	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.47.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.51	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.53	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.53.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.65	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.65.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.66	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.66.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.67	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.67.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.74	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.74.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.91	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.91.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.94	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.94.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.95	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.95.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM1327.23073_R.bin.102	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.102.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.102	47.35	2.57
UHM1327.23073_R.bin.107	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.107.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.107	82.38	2.01
UHM1327.23073_R.bin.108	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.108.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.108	98.28	11.72
UHM1327.23073_R.bin.118	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Merdimmobilis;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.118.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.118	68.93	0.0
UHM1327.23073_R.bin.13	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.13.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.13	23.56	0.0
UHM1327.23073_R.bin.131	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.131.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.131	86.54	0.67
UHM1327.23073_R.bin.136	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.136.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.136	65.09	11.77
UHM1327.23073_R.bin.137	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.137.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.137	50.75	1.34
UHM1327.23073_R.bin.138	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.138.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.138	90.46	3.24
UHM1327.23073_R.bin.146	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.146.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.146	75.3	2.57
UHM1327.23073_R.bin.15	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.15.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.15	35.53	0.68
UHM1327.23073_R.bin.150	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.150.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.150	95.14	19.26
UHM1327.23073_R.bin.151	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.151.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.151	53.83	0.57
UHM1327.23073_R.bin.158	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.158.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.158	32.24	3.45
UHM1327.23073_R.bin.162	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.162.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.162	90.84	1.99
UHM1327.23073_R.bin.170	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.170.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.170	85.42	56.9
UHM1327.23073_R.bin.171	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.171.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.171	90.87	3.69
UHM1327.23073_R.bin.176	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.176.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.176	90.17	23.1
UHM1327.23073_R.bin.177	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fumia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.177.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.177	29.48	0.0
UHM1327.23073_R.bin.24	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.24.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.24	60.58	1.89
UHM1327.23073_R.bin.28	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__WRAV01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.28.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.28	51.88	19.62
